id,name,latitude,longitude,elevation
USR0000VFVA,"FORT VALLEY VIRGINIA, VA US",38.8333,-78.4,243.8
USR0000VGDR,"GREAT DISMAL NWR VIRGINIA, VA US",36.6128,-76.5542,9.1
USR0000VJAM,"JAMES RIVER VIRGINIA, VA US",37.25,-77.25,15.2
USR0000VNUL,"NULHEGAN VERMONT, VT US",44.77,-71.7017,379.5
USR0000VVIE,"GRANDVIEW WEST VIRGINIA, WV US",37.8325,-81.0678,917.4
USR0000WABE,"ABERNATHY MOUNTAIN WASHINGTON, WA US",46.35,-123.1,883.9
USR0000WAEN,"AENEAS WASHINGTON, WA US",48.7431,-119.6222,1580.4
USR0000WALD,"ALDER RIDGE WASHINGTON, WA US",46.2733,-117.495,1371.6
USR0000WAND,"ANDERSON RIDGE WYOMING, WY US",42.4372,-108.9408,2475.0
USR0000WAUG,"AUGUSTA WISCONSIN, WI US",44.6981,-91.1342,295.7
USR0000WBAR,"BARNES WISCONSIN, WI US",46.4,-91.5,368.8
USR0000WBEA,"BEAR LODGE WYOMING, WY US",44.5972,-104.4275,1609.3
USR0000WBEC,"BECHLER WYOMING, WY US",44.15,-111.0467,1950.7
USR0000WBLA,"BLACK KNOB WASHINGTON, WA US",47.4136,-124.1031,179.2
USR0000WBRF,"BLACK RIVER FALLS WISCONSIN, WI US",44.3003,-90.835,255.4
USR0000WBRO,"BROWN MOUNTAIN ORCHARD WASHINGTON, WA US",48.5353,-118.6889,990.6
USR0000WBUH,"BURRO HILL WYOMING, WY US",43.8397,-110.3708,2511.6
USR0000WBUR,"BURGESS WYOMING, WY US",44.7853,-107.5347,2360.1
USR0000WCA4,"CAMP 4 WASHINGTON, WA US",48.0181,-120.2342,1097.3
USR0000WCAM,"CAMP CREEK WYOMING, WY US",42.3458,-107.5528,2249.4
USR0000WCAR,"CASTLE ROCK WASHINGTON, WA US",46.3075,-122.9047,64.9
USR0000WCAS,"CASPER MOUNTAIN WYOMING, WY US",42.7131,-106.3461,2359.2
USR0000WCEC,"CEDAR CREEK WASHINGTON, WA US",48.9797,-117.6747,1325.9
USR0000WCNW,"COLUMBIA NWR WASHINGTON, WA US",46.8814,-119.3242,260.6
USR0000WCOU,"COUGAR MOUNTAIN WASHINGTON, WA US",47.9167,-123.1172,914.4
USR0000WCOW,"COW CREEK WYOMING, WY US",41.2708,-107.5819,2204.9
USR0000WCRA,"CRANDALL WYOMING, WY US",44.8503,-109.6114,2015.3
USR0000WDDG,"DODGEVILLE WISCONSIN, WI US",43.1,-90.0,384.0
USR0000WDEE,"DEER MOUNTAIN WASHINGTON, WA US",48.8019,-117.6103,1005.8
USR0000WDEV,"DEVILS TOWER WYOMING, WY US",44.5817,-104.7194,1188.7
USR0000WDIR,"DOUGLAS INGRAM RIDGE WASHINGTO, WA US",48.1156,-120.1031,1085.1
USR0000WDOD,"DODGE CREEK WYOMING, WY US",41.9675,-105.5194,2164.1
USR0000WDOU,"DOUGLAS WASHINGTON, WA US",47.62,-119.8983,771.1
USR0000WDRC,"DRY CREEK SKAMANIA WASHINGTO, WA US",45.9444,-121.9864,457.2
USR0000WDRY,"DRY CREEK WASHINGTON, WA US",47.7333,-120.5333,1060.7
USR0000WEAG,"EAGLE WYOMING, WY US",44.4856,-109.8964,2286.0
USR0000WECH,"ECHETA WYOMING, WY US",44.4667,-105.8461,1316.7
USR0000WELL,"ELLIS MOUNT WASHINGTION, WA US",48.1578,-124.315,609.6
USR0000WELR,"ELK ROCK WASHINGTON, WA US",46.3522,-122.6058,762.0
USR0000WESC,"ESCURE WASHINGTON, WA US",47.0378,-117.9472,503.8
USR0000WEST,"ESTERBROOK WYOMING, WY US",42.4153,-105.3611,1990.3
USR0000WFIN,"FINNEY CREEK WASHINGTON, WA US",48.4028,-121.7903,579.1
USR0000WFIR,"FIRST BUTTE WASHINGTON, WA US",48.6172,-120.1075,1676.4
USR0000WFLO,"FLOWERY TRAIL WASHINGTON, WA US",48.2975,-117.4039,792.5
USR0000WFTA,"FIRE TRAINING ACADEMY WASHINGT, WA US",47.4536,-121.6658,478.5
USR0000WGLI,"GLIDDEN WISCONSIN, WI US",46.14,-90.0,472.4
USR0000WGOH,"GOLD HILL WASHINGTON, WA US",48.2,-121.5,1036.3
USR0000WGOL,"GOLD MOUNTAIN WASHINGTON, WA US",48.1806,-118.4636,1428.3
USR0000WGRE,"GRAYBACK WASHINGTON, WA US",45.9917,-121.0833,1158.2
USR0000WGRN,"GREENWATER WASHINGTON, WA US",47.1556,-121.6114,640.1
USR0000WHAG,"HAGER CREEK WASHINGTON, WA US",46.5667,-121.6306,1097.3
USS0003E03S,"BLIND PARK, SD US",44.11,-103.98,2100.1
USS0003E05S,"NORTH RAPID CREEK, SD US",44.21,-103.79,1868.4
USS0004E07S,"COLE CANYON, WY US",44.49,-104.41,1801.4
USS0005G04S,"LAPRELE CREEK, WY US",42.44,-105.86,2552.7
USS0005G05S,"WINDY PEAK, WY US",42.28,-105.58,2407.9
USS0005H02S,"CROW CREEK, WY US",41.23,-105.38,2539.0
USS0005J04S,"PHANTOM VALLEY, CO US",40.4,-105.85,2752.3
USS0005J05S,"WILD BASIN, CO US",40.2,-105.6,2913.9
USS0005J06S,"DEADMAN HILL, CO US",40.81,-105.77,3115.1
USS0005J08S,"UNIVERSITY CAMP, CO US",40.03,-105.58,3139.4
USS0005J10S,"LAKE IRENE, CO US",40.41,-105.82,3261.4
USS0005J11S,"HOURGLASS LAKE, CO US",40.58,-105.63,2859.0
USS0005J12S,"STILLWATER CREEK, CO US",40.23,-105.92,2657.9
USS0005J18S,"COPELAND LAKE, CO US",40.21,-105.57,2621.3
USS0005J27S,"LONG DRAW RESV, CO US",40.51,-105.77,3041.9
USS0005J37S,"JOE WRIGHT, CO US",40.53,-105.89,3084.6
USS0005J39S,"BEAR LAKE, CO US",40.31,-105.64,2895.6
USS0005J40S,"WILLOW PARK, CO US",40.43,-105.73,3261.4
USS0005J41S,"LAKE ELDORA, CO US",39.94,-105.59,2956.6
USS0005J42S,"NIWOT, CO US",40.04,-105.54,3020.6
USS0005K05S,"LOVELAND BASIN, CO US",39.67,-105.9,3474.7
USS0005K09S,"GRIZZLY PEAK, CO US",39.65,-105.87,3383.3
USS0005K14S,"BERTHOUD SUMMIT, CO US",39.8,-105.78,3444.2
USS0005K21S,"JONES PASS, CO US",39.76,-105.91,3169.9
USS0005K26S,"JACKWHACKER GULCH, CO US",39.57,-105.8,3340.6
USS0005K27S,"ECHO LAKE, CO US",39.66,-105.59,3230.9
USS0005K28S,"MICHIGAN CREEK, CO US",39.44,-105.91,3230.9
USS0005L11S,"GLEN COVE, CO US",38.88,-105.07,3493.0
USS0005L12S,"HAYDEN PASS, CO US",38.29,-105.85,3267.5
USS0005M03S,"CULEBRA NUMBER 2, CO US",37.21,-105.2,3200.4
USS0005M07S,"APISHAPA, CO US",37.33,-105.07,3048.0
USS0005M08S,"TRINCHERA, CO US",37.35,-105.23,3310.1
USS0005M13S,"SOUTH COLONY, CO US",37.97,-105.54,3291.8
USS0005M14S,"WHISKEY CK, CO US",37.21,-105.12,3115.1
USS0005M16S,"MEDANO PASS, CO US",37.85,-105.44,2941.0
USS0005M17S,"UTE CREEK, CO US",37.61,-105.37,3246.1
USS0005N04S,"TRES RITOS, NM US",36.13,-105.53,2621.3
USS0005N11S,"RED RIVER PASS NUMBER 2, NM US",36.7,-105.34,3002.3
USS0005N16S,"NORTH COSTILLA, NM US",36.99,-105.26,3230.9
USS0005N18S,"GALLEGOS PEAK, NM US",36.19,-105.56,2987.0
USS0005N19S,"TOLBY, NM US",36.47,-105.19,3102.9
USS0005P04S,"ELK CABIN, NM US",35.7,-105.81,2502.4
USS0005P08S,"WESNER SPRINGS, NM US",35.78,-105.54,3389.4
USS0005P09S,"SANTA FE, NM US",35.77,-105.78,3488.4
USS0005R01S,"SIERRA BLANCA, NM US",33.4,-105.79,3133.3
USS0006E03S,"HANSEN SAWMILL, WY US",44.26,-106.98,2548.1
USS0006G01S,"CASPER MOUNTAIN, WY US",42.73,-106.32,2407.9
USS0006G02S,"RENO HILL, WY US",42.57,-106.09,2560.3
USS0006H09S,"WEBBER SPRINGS, WY US",41.16,-106.93,2819.4
USS0006H10S,"OLD BATTLE, WY US",41.15,-106.97,3048.0
USS0006H13S,"BROOKLYN LAKE, WY US",41.36,-106.23,3121.2
USS0006H19S,"SOUTH BRUSH CREEK, WY US",41.33,-106.5,2572.5
USS0006H20S,"NORTH FRENCH CREEK, WY US",41.33,-106.38,3087.6
USS0006H22S,"WHISKEY PARK, CO US",41.0,-106.91,2728.0
USS0006H23S,"SAND LAKE, WY US",41.46,-106.28,3063.2
USS0006H24S,"CINNABAR PARK, WY US",41.24,-106.23,2918.2
USS0006H25S,"LITTLE SNAKE RIVER, WY US",41.07,-106.94,2717.3
USS0006H26S,"BLACKHALL MOUNTAIN, WY US",41.06,-106.71,2993.1
USS0006J01S,"DRY LAKE, CO US",40.53,-106.78,2560.3
USS0006J03S,"COLUMBINE, CO US",40.39,-106.6,2792.0
USS0006J05S,"WILLOW CREEK PASS, CO US",40.35,-106.09,2907.8
USS0006J06S,"LYNX PASS, CO US",40.08,-106.67,2706.6
USS0006J08S,"ARAPAHO RIDGE, CO US",40.35,-106.38,3340.6
USS0006J09S,"RABBIT EARS, CO US",40.37,-106.74,2865.1
USS0006J12S,"ROACH, CO US",40.88,-106.05,2956.6
USS0006J15S,"ELK RIVER, CO US",40.85,-106.97,2651.8
USS0006J18S,"BUFFALO PARK, CO US",40.23,-106.6,2816.4
USS0006J19S,"ZIRKEL, CO US",40.79,-106.6,2846.8
USS0006J20S,"RAWAH, CO US",40.71,-106.01,2749.3
USS0006J27S,"NEVER SUMMER, CO US",40.4,-105.96,3133.3
USS0006J29S,"TOWER, CO US",40.54,-106.68,3200.4
USS0006J38S,"LOST DOG, CO US",40.82,-106.75,2840.7
USS0006K01S,"HOOSIER PASS, CO US",39.36,-106.06,3474.7
USS0006K04S,"INDEPENDENCE PASS, CO US",39.08,-106.61,3230.9
USS0006K06S,"NAST LAKE, CO US",39.3,-106.61,2651.8
USS0006K08S,"FREMONT PASS, CO US",39.38,-106.2,3474.7
USS0006K10S,"IVANHOE, CO US",39.29,-106.55,3169.9
USS0006K12S,"MIDDLE FORK CAMP, CO US",39.8,-106.03,2724.9
USS0006K14S,"SUMMIT RANCH, CO US",39.72,-106.16,2865.1
USS0006K16S,"BUCKSKIN JOE, CO US",39.3,-106.11,3398.5
USS0006K24S,"COPPER MOUNTAIN, CO US",39.49,-106.17,3215.6
USS0006K29S,"ELLIOT RIDGE, CO US",39.86,-106.42,3206.5
USS0006K30S,"KILN, CO US",39.32,-106.61,2926.1
USS0006K39S,"VAIL MOUNTAIN, CO US",39.62,-106.38,3139.4
USS0006K40S,"BRUMLEY, CO US",39.09,-106.54,3230.9
USS0006K43S,"ROUGH AND TUMBLE, CO US",39.03,-106.08,3157.7
USS0006K44S,"MCCOY PARK, CO US",39.6,-106.54,2889.5
USS0006K45S,"BEAVER CK VILLAGE, CO US",39.6,-106.51,2590.8
USS0006K46S,"CHAPMAN TUNNEL, CO US",39.26,-106.63,3081.5
USS0006L02S,"PARK CONE, CO US",38.82,-106.59,2926.1
USS0006L03S,"PORPHYRY CREEK, CO US",38.49,-106.34,3279.6
USS0006L05S,"SAINT ELMO, CO US",38.7,-106.37,3212.6
USS0006L06S,"COCHETOPA PASS, CO US",38.16,-106.6,3054.1
USS0006L11S,"BUTTE, CO US",38.89,-106.95,3096.8
USS0006L13S,"SARGENTS MESA, CO US",38.29,-106.37,3514.3
USS0006L14S,"UPPER TAYLOR, CO US",38.99,-106.75,3243.1
USS0006M03S,"UPPER SAN JUAN, CO US",37.49,-106.84,3109.0
USS0006M17S,"WOLF CREEK SUMMIT, CO US",37.48,-106.8,3352.8
USS0006M21S,"GRAYBACK, CO US",37.47,-106.54,3541.8
USS0006M22S,"CUMBRES TRESTLE, CO US",37.02,-106.45,3060.2
USS0006M23S,"LILY POND, CO US",37.38,-106.55,3352.8
USS0006M26S,"MOON PASS, CO US",37.97,-106.56,3395.5
USS0006N03S,"CHAMITA, NM US",36.96,-106.66,2560.3
USS0006N04S,"BATEMAN, NM US",36.51,-106.32,2834.6
USS0006N14S,"HOPEWELL, NM US",36.72,-106.26,3048.0
USS0006N16S,"VACAS LOCAS, NM US",36.03,-106.81,2836.5
USS0006P01S,"QUEMAZON, NM US",35.92,-106.39,2895.6
USS0006P10S,"SENORITA DIVIDE NUMBER 2, NM US",36.0,-106.83,2621.3
USS0007E06S,"POWDER RIVER PASS, WY US",44.16,-107.13,2889.5
USS0007E12S,"SUCKER CREEK, WY US",44.72,-107.4,2706.6
USS0007E18S,"BONE SPRINGS DIV, WY US",44.68,-107.58,2849.9
USS0007E21S,"BALD MOUNTAIN, WY US",44.8,-107.84,2859.0
USS0007E23S,"SHELL CREEK, WY US",44.5,-107.43,2920.0
USS0007E32S,"BIG GOOSE, WY US",44.58,-107.2,2435.4
USS0007E33S,"BURGESS JUNCTION, WY US",44.79,-107.53,2401.8
USS0007E34S,"DOME LAKE, WY US",44.57,-107.3,2706.6
USS0007E36S,"CLOUD PEAK RESERVOIR, WY US",44.4,-107.06,3005.3
USS0007E39S,"TIE CREEK, WY US",44.81,-107.41,2094.0
USS0007F01S,"BEAR TRAP MEADOW, WY US",43.89,-107.06,2499.4
USS0007F02S,"MIDDLE POWDER, WY US",43.63,-107.18,2365.2
USS0007F06S,"GRAVE SPRINGS, WY US",43.47,-107.24,2606.0
USS0007H03S,"SANDSTONE RANGER STATION, WY US",41.11,-107.17,2484.1
USS0007H04S,"BATTLE MOUNTAIN, WY US",41.05,-107.27,2267.7
USS0007H05S,"DIVIDE PEAK, WY US",41.3,-107.15,2706.6
USS0007H06S,"SAGE CREEK BASIN, WY US",41.4,-107.26,2392.7
USS0007J03S,"BEAR RIVER, CO US",40.06,-107.01,2767.6
USS0007J04S,"CROSHO, CO US",40.17,-107.06,2773.7
USS0007J05S,"RIPPLE CREEK, CO US",40.11,-107.29,3151.6
USS0007K01S,"NORTH LOST TRAIL, CO US",39.08,-107.14,2804.2
USS0007K02S,"BURRO MOUNTAIN, CO US",39.88,-107.6,2865.1
USS0007K06S,"PARK RESERVOIR, CO US",39.05,-107.87,3035.8
USS0007K09S,"MC CLURE PASS, CO US",39.13,-107.29,2895.6
USS0007K11S,"SCHOFIELD PASS, CO US",39.02,-107.05,3261.4
USS0007K12S,"BISON LAKE, CO US",39.76,-107.36,3316.2
USS0007K13S,"TRAPPER LAKE, CO US",40.0,-107.24,2956.6
USS0007K14S,"OVERLAND RES., CO US",39.09,-107.63,2999.2
USS0007M11S,"SPUD MOUNTAIN, CO US",37.7,-107.78,3249.2
USS0007M12S,"MOLAS LAKE, CO US",37.75,-107.69,3200.4
USS0007M14S,"MINERAL CREEK, CO US",37.85,-107.73,3060.2
USS0007M16S,"UPPER RIO GRANDE, CO US",37.72,-107.26,2865.1
USS0007M21S,"MIDDLE CREEK, CO US",37.62,-107.03,3429.0
USS0007M27S,"IDARADO, CO US",37.93,-107.68,2987.0
USS0007M29S,"LIZARD HEAD PASS, CO US",37.8,-107.92,3109.0
USS0007M30S,"SLUMGULLION, CO US",37.99,-107.2,3486.9
USS0007M31S,"VALLECITO, CO US",37.49,-107.51,3316.2
USS0007M32S,"BEARTOWN, CO US",37.71,-107.51,3535.7
USS0007M33S,"RED MOUNTAIN PASS, CO US",37.89,-107.71,3413.8
USS0007M34S,"STUMP LAKES, CO US",37.48,-107.63,3413.8
USS0007M35S,"CASCADE NUMBER 2, CO US",37.66,-107.8,2718.8
USS0007S03S,"MCKNIGHT CABIN, NM US",33.01,-107.87,2816.4
USS0007S04S,"LOOKOUT MOUNTAIN, NM US",33.36,-107.83,2590.8
USS0008F01S,"OWL CREEK, WY US",43.66,-109.01,2735.6
USS0008G03S,"SOUTH PASS, WY US",42.57,-108.84,2755.4
USS0008G07S,"TOWNSEND CREEK, WY US",42.7,-108.9,2651.8
USS0008G10S,"DEER PARK, WY US",42.59,-108.9,2956.6
USS0008K04S,"MESA LAKES, CO US",39.06,-108.06,3048.0
USS0008L02S,"COLUMBINE PASS, CO US",38.42,-108.38,2865.1
USS0008M02S,"MANCOS, CO US",37.43,-108.17,3048.0
USS0008M04S,"SHARKSTOOTH, CO US",37.5,-108.11,3267.5
USS0008M06S,"EL DIENTE PEAK, CO US",37.79,-108.02,3048.0
USS0008M07S,"LONE CONE, CO US",37.89,-108.2,2926.1
USS0008M08S,"SCOTCH CREEK, CO US",37.65,-108.01,2773.7
USS0008M10S,"COLUMBUS BASIN, CO US",37.44,-108.02,3287.3
USS0008N03S,"NAVAJO WHISKEY CK, NM US",36.18,-108.95,2758.4
USS0008P03S,"RICE PARK, NM US",35.23,-108.27,2578.6
USS0008S01S,"FRISCO DIVIDE, NM US",33.74,-108.95,2438.4
USS0008S08S,"SILVER CREEK DIVIDE, NM US",33.37,-108.71,2743.2
USS0008T01S,"SIGNAL PEAK, NM US",32.92,-108.15,2548.1
USS0009A01S,"ROCKY BOY, MT US",48.17,-109.65,1432.6
USS0009C01S,"CRYSTAL LAKE, MT US",46.79,-109.51,1844.0
USS0009D06S,"FISHER CREEK, MT US",45.06,-109.94,2773.7
USS0009D08S,"WHITE MILL, MT US",45.05,-109.91,2651.8
USS0009D16S,"COLE CREEK, MT US",45.19,-109.35,2392.7
USS0009D21S,"BURNT MOUNTAIN, MT US",45.24,-109.46,1792.2
USS0009E03S,"TIMBER CREEK, WY US",44.03,-109.18,2423.2
USS0009E07S,"PARKER PEAK, WY US",44.73,-109.91,2865.1
USS0009E08S,"WOLVERINE, WY US",44.8,-109.66,2331.7
USS0009E09S,"MARQUETTE, WY US",44.3,-109.24,2670.0
USS0009E10S,"BEARTOOTH LAKE, WY US",44.94,-109.57,2852.9
USS0009E11S,"EVENING STAR, WY US",44.65,-109.78,2804.2
USS0009E13S,"BLACKWATER, WY US",44.38,-109.79,2980.9
USS0009F04S,"BURROUGHS CREEK, WY US",43.7,-109.67,2667.0
USS0009F08S,"LITTLE WARM, WY US",43.5,-109.75,2856.0
USS0009F21S,"NEW FORK LAKE, WY US",43.11,-109.95,2542.0
USS0009F23S,"ELKHART PARK G.S., WY US",43.01,-109.76,2865.1
USS0009F24S,"KIRWIN, WY US",43.86,-109.32,2910.8
USS0009F25S,"COLD SPRINGS, WY US",43.28,-109.45,2935.2
USS0009F27S,"ST. LAWRENCE ALT, WY US",43.03,-109.17,2627.4
USS0009F28S,"GUNSIGHT PASS, WY US",43.38,-109.88,2993.1
USS0009G03S,"HOBBS PARK, WY US",42.87,-109.09,3078.5
USS0009G09S,"BIG SANDY OPENING, WY US",42.65,-109.26,2767.6
USS0009J01S,"KING S CABIN, UT US",40.72,-109.54,2659.1
USS0009J05S,"MOSBY MOUNTAIN, UT US",40.61,-109.89,2898.6
USS0009J08S,"HICKERSON PARK, UT US",40.91,-109.96,2787.4
USS0009J16S,"TROUT CREEK, UT US",40.74,-109.67,2901.1
USS0009K01S,"EAST WILLOW CREEK, UT US",39.31,-109.53,2530.1
USS0009L03S,"LASAL MOUNTAIN, UT US",38.48,-109.27,2913.9
USS0009M02S,"CAMP JACKSON, UT US",37.81,-109.49,2733.4
USS0009N05S,"BEAVER SPRING, AZ US",36.33,-109.06,2804.2
USS0009S01S,"BALDY, AZ US",33.98,-109.5,2781.3
USS0009S02S,"MAVERICK FORK, AZ US",33.92,-109.46,2804.2
USS0009S04S,"NUTRIOSO, AZ US",33.9,-109.16,2590.8
USS0009S06S,"BEAVER HEAD, AZ US",33.69,-109.22,2435.4
USS0009S07S,"CORONADO TRAIL, AZ US",33.8,-109.15,2560.3
USS0009S11S,"HANNAGAN MEADOWS, AZ US",33.65,-109.31,2749.3
USS0009S18S,"WILDCAT, AZ US",33.76,-109.48,2392.7
USS0010C03S,"PORCUPINE, MT US",46.11,-110.47,1981.2
USS0010C06S,"SPUR PARK, MT US",46.78,-110.62,2468.9
USS0010C08S,"S FORK SHIELDS, MT US",46.09,-110.43,2468.9
USS0010C09S,"DEADMAN CREEK, MT US",46.79,-110.68,1966.0
USS0010C15S,"DAISY PEAK, MT US",46.67,-110.33,2316.5
USS0010C22S,"ONION PARK, MT US",46.91,-110.85,2258.6
USS0010C23S,"STRINGER CREEK, MT US",46.93,-110.9,1996.4
USS0010D07S,"NORTHEAST ENTRANCE, MT US",45.01,-110.01,2240.3
USS0010D10S,"SACAJAWEA, MT US",45.87,-110.93,1996.4
USS0010D12S,"MONUMENT PEAK, MT US",45.22,-110.24,2697.5
USS0010D13S,"LICK CREEK, MT US",45.5,-110.97,2090.9
USS0010D16S,"SHOWER FALLS, MT US",45.4,-110.96,2468.9
USS0010D24S,"PLACER BASIN, MT US",45.42,-110.09,2691.4
USS0010D31S,"BOX CANYON, MT US",45.27,-110.25,2033.0
USS0010D35S,"BRACKETT CREEK, MT US",45.89,-110.94,2231.1
USS0010D39S,"EAST BOULDER MINE, MT US",45.5,-110.08,1930.9
USS0010E03S,"CANYON, WY US",44.72,-110.51,2398.8
USS0010E06S,"SYLVAN LAKE, WY US",44.48,-110.16,2566.4
USS0010E07S,"THUMB DIVIDE, WY US",44.37,-110.58,2432.3
USS0010E09S,"LEWIS LAKE DIVIDE, WY US",44.21,-110.67,2392.7
USS0010E12S,"SNAKE RIVER STATION, WY US",44.13,-110.67,2109.2
USS0010E15S,"GRASSY LAKE, WY US",44.13,-110.83,2214.4
USS0010E17S,"TWO OCEAN PLATEAU, WY US",44.15,-110.22,2816.4
USS0010E20S,"SYLVAN ROAD, WY US",44.46,-110.14,2170.2
USS0010F02S,"BASE CAMP, WY US",43.95,-110.45,2142.7
USS0010F09S,"TOGWOTEE PASS, WY US",43.75,-110.06,2920.0
USS0010F15S,"KENDALL RANGER STATION, WY US",43.25,-110.02,2359.2
USS0010F16S,"LOOMIS PARK, WY US",43.17,-110.14,2511.6
USS0010F17S,"EAST RIM DIVIDE, WY US",43.13,-110.2,2417.1
USS0010F19S,"GROS VENTRE SUMMIT, WY US",43.39,-110.13,2667.0
USS0010F23S,"PHILLIPS BENCH, WY US",43.52,-110.91,2499.4
USS0010F29S,"GRANITE CREEK, WY US",43.34,-110.43,2063.5
USS0010F30S,"GRAND TARGHEE, WY US",43.78,-110.93,2822.4
USS0010G02S,"BLIND BULL SUM, WY US",42.96,-110.61,2636.5
USS0010G08S,"SALT RIVER SUMMIT, WY US",42.51,-110.91,2365.2
USS0010G12S,"KELLEY RANGER STATION, WY US",42.27,-110.81,2493.3
USS0010G13S,"SNIDER BASIN, WY US",42.49,-110.53,2456.7
USS0010G15S,"TRIPLE PEAK, WY US",42.76,-110.59,2590.8
USS0010G20S,"SPRING CREEK DIVIDE, WY US",42.53,-110.66,2743.2
USS0010G22S,"INDIAN CREEK, WY US",42.3,-110.68,2872.7
USS0010G23S,"WILLOW CREEK, WY US",42.82,-110.84,2554.2
USS0010G24S,"HAMS FORK, WY US",42.15,-110.68,2389.6
USS0010G25S,"COTTONWOOD CREEK, WY US",42.65,-110.81,2337.8
USS0010J01S,"HOLE IN ROCK, UT US",40.92,-110.19,2788.9
USS0010J04S,"HEWINTA, UT US",40.95,-110.48,2901.4
USS0010J06S,"BURTS MILLER RANCH, UT US",40.98,-110.85,2438.4
USS0010J10S,"LAKEFORK NUMBER 1, UT US",40.6,-110.43,3174.5
USS0010J12S,"LAKEFORK NUMBER 3, UT US",40.55,-110.35,2579.8
USS0010J18S,"ROCK CREEK, UT US",40.55,-110.69,2404.6
USS0010J20S,"STEEL CREEK PARK, UT US",40.91,-110.5,3109.0
USS0010J26S,"FIVE POINTS LAKE, UT US",40.72,-110.47,3334.5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9
USS0010J35S,"LILY LAKE, UT US",40.86,-110.8,2790.7
USS0010J43S,"CHEPETA, UT US",40.77,-110.01,3228.4
USS0010J44S,"HAYDEN FORK, UT US",40.8,-110.88,2807.8
USS0010J52S,"TRIAL LAKE, UT US",40.68,-110.95,3045.6
USS0010J55S,"SPIRIT LK, UT US",40.84,-110.01,3119.6
USS0010K01S,"INDIAN CANYON, UT US",39.89,-110.75,2796.5
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",39.96,-110.99,2633.8
USS0010K06S,"TIMBERLINE, UT US",39.68,-110.43,2662.7
USS0010R04S,"HEBER, AZ US",34.31,-110.75,2328.7
USS0010S01S,"WORKMAN CREEK, AZ US",33.81,-110.92,2103.1
USS0011C01S,"BOULDER MOUNTAIN, MT US",46.56,-111.29,2423.2
USS0011C02S,"PICKFOOT CREEK, MT US",46.58,-111.27,2026.9
USS0011C04S,"TIZER BASIN, MT US",46.35,-111.85,2097.0
USS0011D08S,"CLOVER MEADOW, MT US",45.02,-111.85,2621.3
USS0011D11S,"LOWER TWIN, MT US",45.51,-111.92,2407.9
USS0011D19S,"LONE MOUNTAIN, MT US",45.27,-111.43,2706.6
USS0011D28S,"ALBRO LAKE, MT US",45.6,-111.96,2529.8
USS0011E03S,"LAKEVIEW RIDGE, MT US",44.59,-111.82,2255.5
USS0011E07S,"WEST YELLOWSTONE, MT US",44.66,-111.09,2042.2
USS0011E10S,"ISLAND PARK, ID US",44.42,-111.39,1917.2
USS0011E24S,"TEPEE CREEK, MT US",44.79,-111.71,2438.4
USS0011E29S,"CARROT BASIN, MT US",44.96,-111.29,2743.2
USS0011E30S,"WHISKEY CREEK, MT US",44.61,-111.15,2072.6
USS0011E31S,"MADISON PLATEAU, MT US",44.59,-111.12,2362.2
USS0011E35S,"BLACK BEAR, MT US",44.51,-111.13,2490.2
USS0011E36S,"WHITE ELEPHANT, ID US",44.53,-111.41,2350.0
USS0011E37S,"CRAB CREEK, ID US",44.44,-111.99,2090.9
USS0011E38S,"BEAVER CREEK, MT US",44.95,-111.36,2392.7
USS0011E39S,"SHORT CREEK, MT US",44.98,-111.95,2133.6
USS0011F02S,"PINE CREEK PASS, ID US",43.57,-111.21,2048.3
USS0011F11S,"SHEEP MOUNTAIN, ID US",43.21,-111.69,2002.5
USS0011G01S,"SOMSEN RANCH, ID US",42.95,-111.36,2072.6
USS0011G05S,"SLUG CREEK DIVIDE, ID US",42.56,-111.3,2202.2
USS0011G06S,"EMIGRANT SUMMIT, ID US",42.36,-111.56,2252.5
USS0011G30S,"SEDGWICK PEAK, ID US",42.52,-111.96,2392.7
USS0011G32S,"FRANKLIN BASIN, ID US",42.05,-111.6,2490.2
USS0011G33S,"GIVEOUT, ID US",42.41,-111.17,2112.3
USS0011H01S,"KLONDIKE NARROWS, UT US",41.97,-111.6,2209.8
USS0011H03S,"TONY GROVE RANGER STATION, UT US",41.89,-111.57,1930.0
USS0011H07S,"GARDEN CITY SUMMIT, UT US",41.92,-111.47,2348.5
USS0011H08S,"BEN LOMOND PEAK, UT US",41.38,-111.94,2438.4
USS0011H21S,"HORSE RIDGE, UT US",41.31,-111.45,2487.2
USS0011H25S,"LITTLE BEAR, UT US",41.41,-111.83,1994.6
USS0011H30S,"BEN LOMOND TRAIL, UT US",41.38,-111.92,1776.7
USS0011H36S,"TONY GROVE LAKE, UT US",41.9,-111.63,2582.9
USS0011H37S,"BUG LAKE, UT US",41.68,-111.42,2423.2
USS0011H55S,"DRY BREAD POND, UT US",41.41,-111.54,2545.1
USS0011H57S,"MONTE CRISTO, UT US",41.47,-111.5,2731.0
USS0011H58S,"TEMPLE FORK, UT US",41.79,-111.55,2257.3
USS0011H59S,"LIGHTNING RIDGE, UT US",41.36,-111.49,2503.9
USS0011H60S,"USU DOC DANIEL, UT US",41.86,-111.51,2520.7
USS0011J01S,"CHALK CREEK NUMBER 1, UT US",40.85,-111.05,2741.1
